Tag	dynamicColors	mergedColors
WNT5A	grey	grey
CCNO	turquoise	brown
B3GNT9	grey	grey
GTF2F2	red	pink
GRAMD1B	grey	grey
SYT15	grey	grey
MLPH	turquoise	brown
MKX	brown	brown
RNF13	tan	pink
EOGT	grey	grey
DHX15	red	pink
CCNB1	grey	grey
SLC41A1	turquoise	brown
AKR1B1	grey	grey
SHISA7	turquoise	brown
GRK5	grey	grey
MAB21L2	grey	grey
HTR1B	turquoise	brown
CCDC78	turquoise	brown
SLC22A5	magenta	green
CENPBD1	grey	grey
ABLIM2	turquoise	brown
TMEM272	grey	grey
TUBA1B	green	green
BANF1	green	green
PTP4A1	greenyellow	pink
CXXC1	grey	grey
PLEKHA1	grey	grey
TRIM49B	grey	grey
MAFG	grey	grey
OR10J5	grey	grey
APOL2	grey	grey
PLA2G2F	grey	grey
GADD45A	black	black
ULK3	brown	brown
CACNB3	turquoise	brown
HMGN1	grey	grey
SMLR1	grey	grey
NDUFAF3	yellow	yellow
TFAP2C	grey	grey
CASC3	green	green
HIVEP2	blue	blue
HYOU1	grey	grey
OR3A3	grey	grey
JAK3	turquoise	brown
PSMC3	yellow	yellow
ZZEF1	grey	grey
STRADB	grey	grey
TRPC4AP	brown	brown
CIAO1	yellow	yellow
GPR151	grey	grey
DDX56	yellow	yellow
ZNF648	grey	grey
CCNC	red	pink
TNFSF9	grey	grey
PHACTR2	red	pink
OR9A4	grey	grey
NEO1	grey	grey
CST5	grey	grey
FXYD4	grey	grey
ADAD2	turquoise	brown
PRX	brown	brown
ZNF350	grey	grey
SYCP2L	blue	blue
ARAP3	grey	grey
NOSIP	greenyellow	pink
MGAT3	grey	grey
PIDD1	turquoise	brown
TTLL3	grey	grey
CS	green	green
TMSB15A	turquoise	brown
UBE2QL1	grey	grey
KRT36	grey	grey
PRKAR2B	grey	grey
NUDT17	brown	brown
HAUS6	grey	grey
EEF1D	yellow	yellow
SPDYE3	grey	grey
WWTR1	grey	grey
APOL6	black	black
NME3	grey	grey
KLF9	grey	grey
GTF2B	yellow	yellow
HSPB9	brown	brown
NKX2-3	grey	grey
FHDC1	grey	grey
GNPTG	green	green
KLHDC3	yellow	yellow
KAT2B	grey	grey
ZNF575	grey	grey
APBB2	grey	grey
SAMD1	brown	brown
POLR3D	blue	blue
CIB4	brown	brown
CAPG	black	black
GLIPR1L2	grey	grey
ST14	grey	grey
LILRA2	turquoise	brown
PRSS12	grey	grey
NINJ2	blue	blue
DOCK1	brown	brown
IL36B	grey	grey
RILP	blue	blue
RPS3	yellow	yellow
RHOF	grey	grey
TMX2	purple	pink
UHMK1	blue	blue
FCN3	grey	grey
ADAMTS1	grey	grey
KIAA1958	turquoise	brown
SLFN12L	grey	grey
OGDHL	turquoise	brown
TNFAIP8L1	grey	grey
MIS18A	grey	grey
FNDC4	brown	brown
FAM160B1	pink	pink
SCGN	grey	grey
CRYGA	grey	grey
TMEM147	yellow	yellow
MRM1	turquoise	brown
TFAP2B	grey	grey
CCDC171	blue	blue
APOC3	grey	grey
SZRD1	yellow	yellow
ALOX5	grey	grey
NABP1	blue	blue
FRAT2	grey	grey
NAT9	grey	grey
OR51M1	grey	grey
GABRA5	turquoise	brown
CNR2	grey	grey
SBDS	tan	pink
MFN2	magenta	green
GPR149	grey	grey
ZBTB4	grey	grey
RPL30	yellow	yellow
LDHA	grey	grey
TUT7	blue	blue
AGTR1	grey	grey
STX1B	grey	grey
KCNK6	brown	brown
RNF2	grey	grey
NXPH3	turquoise	brown
ETNK2	turquoise	brown
CARM1	green	green
SLC35C1	turquoise	brown
NRCAM	grey	grey
OVOL2	brown	brown
LAIR1	pink	pink
SCIN	turquoise	brown
SEC24B	pink	pink
MISP	grey	grey
PHF5A	grey	grey
IFNA17	grey	grey
HIPK3	pink	pink
TIMP4	grey	grey
PTPN6	blue	blue
NBPF14	blue	blue
BEND7	grey	grey
SNN	grey	grey
NFIL3	grey	grey
MMP14	grey	grey
ROBO4	grey	grey
BRICD5	brown	brown
OR2L13	grey	grey
IL13RA1	grey	grey
CYP2S1	blue	blue
SHD	turquoise	brown
FAM13B	blue	blue
DDIT4	turquoise	brown
EIF5	red	pink
MRPL14	grey	grey
NIPBL	blue	blue
TAOK3	grey	grey
STK26	grey	grey
RNF145	grey	grey
RPS2	grey	grey
DAPK2	grey	grey
NUDT14	turquoise	brown
FZD10	grey	grey
PPA2	grey	grey
EDNRB	grey	grey
UBXN2B	grey	grey
CSK	turquoise	brown
KRT40	grey	grey
OSCP1	grey	grey
GCM2	grey	grey
COL16A1	brown	brown
DHFR	grey	grey
PLD2	grey	grey
SAP130	magenta	green
DEK	red	pink
TLX3	turquoise	brown
RRS1	grey	grey
RAB22A	tan	pink
GRHL2	blue	blue
C2CD4D	brown	brown
APLN	blue	blue
SH2B3	grey	grey
MAP6	brown	brown
NOS3	grey	grey
TMEM54	yellow	yellow
ZNF829	grey	grey
BEX4	grey	grey
MIEF2	grey	grey
C1QTNF6	grey	grey
PPFIA1	grey	grey
PCDH7	brown	brown
YWHAH	grey	grey
GINS3	grey	grey
PIP4P2	grey	grey
RNASEH2C	turquoise	brown
AP5Z1	turquoise	brown
OCA2	turquoise	brown
FAM20B	grey	grey
ELOVL5	grey	grey
JPH3	brown	brown
RITA1	turquoise	brown
RSL24D1	tan	pink
RTP3	grey	grey
TSPAN12	grey	grey
LRRC1	grey	grey
MAGEB3	red	pink
MSH3	grey	grey
AGAP4	grey	grey
CIC	turquoise	brown
ATP5MG	yellow	yellow
ORAI2	turquoise	brown
NAALAD2	grey	grey
RAB33B	blue	blue
SELENOK	grey	grey
PRAMEF17	grey	grey
SSH2	grey	grey
TLX1	turquoise	brown
CPT1B	grey	grey
DNM2	grey	grey
NAT2	grey	grey
MAD2L2	grey	grey
KHK	brown	brown
PLA2G12A	pink	pink
COG7	green	green
KIAA1549	grey	grey
YEATS4	grey	grey
IGFLR1	grey	grey
NOC4L	grey	grey
C1RL	grey	grey
C7	grey	grey
TLCD3A	turquoise	brown
CLDN34	grey	grey
FAM174C	turquoise	brown
MRPL37	yellow	yellow
ZNF862	magenta	green
ARPIN	turquoise	brown
TREML4	grey	grey
DPP8	pink	pink
STON2	grey	grey
MPLKIP	grey	grey
EPHX3	blue	blue
IFNGR1	purple	pink
ARL5B	red	pink
ACSF2	grey	grey
HOXC5	grey	grey
C9orf129	grey	grey
TPRG1L	blue	blue
CAPN5	turquoise	brown
PDXDC1	brown	brown
LAPTM4B	grey	grey
PLA2R1	grey	grey
PARD6B	grey	grey
ASB16	turquoise	brown
FJX1	turquoise	brown
TUSC1	grey	grey
EMP3	black	black
ARMH3	purple	pink
PLEKHA7	grey	grey
ARID4B	blue	blue
LARP7	red	pink
ADCY6	grey	grey
FAT4	grey	grey
KLHDC8A	turquoise	brown
MRGPRX3	grey	grey
ETV3	grey	grey
KBTBD2	pink	pink
LRRC39	grey	grey
C12orf75	black	black
ERAP2	grey	grey
MCEE	grey	grey
MED4	red	pink
PKD2	blue	blue
CD28	grey	grey
DLK1	grey	grey
RHEB	yellow	yellow
KIRREL3	turquoise	brown
IKZF5	greenyellow	pink
DUSP22	grey	grey
ZNF189	grey	grey
RILPL2	grey	grey
DIPK2B	grey	grey
THEG	turquoise	brown
THEM6	grey	grey
IL22RA1	grey	grey
C16orf82	grey	grey
ERICH1	grey	grey
ITGB7	brown	brown
SMPD1	green	green
APH1B	grey	grey
TEF	turquoise	brown
ISX	grey	grey
SRSF12	grey	grey
KCNJ14	greenyellow	pink
EIF6	yellow	yellow
YIF1A	green	green
PBXIP1	grey	grey
GYPC	grey	grey
SMAP2	grey	grey
PSMB2	green	green
KLHL8	grey	grey
ST3GAL1	red	pink
GSTM2	grey	grey
TBX6	turquoise	brown
TMEM140	green	green
KRTAP26-1	grey	grey
PTMS	turquoise	brown
SLA2	turquoise	brown
NFKBIA	greenyellow	pink
PARP2	grey	grey
WFDC11	grey	grey
PDCD2L	grey	grey
METTL7A	grey	grey
SMIM22	grey	grey
MSL2	red	pink
NDUFA9	yellow	yellow
C4orf54	grey	grey
ADAT1	grey	grey
ENTPD3	grey	grey
CABP4	brown	brown
RIPPLY3	brown	brown
NKX6-3	brown	brown
PAFAH1B1	blue	blue
USP34	blue	blue
PAFAH1B2	pink	pink
HMGCS2	grey	grey
SHISA2	grey	grey
GNG11	grey	grey
OTP	brown	brown
LURAP1	grey	grey
HLTF	black	black
COPS6	yellow	yellow
CSTF1	purple	pink
CACNB1	turquoise	brown
C17orf100	turquoise	brown
PNPO	grey	grey
VASP	black	black
PLEKHM2	magenta	green
GRIP1	turquoise	brown
FBXL15	brown	brown
B9D1	turquoise	brown
ABHD8	grey	grey
KCMF1	tan	pink
ZMAT5	grey	grey
OR2F2	grey	grey
LAT2	red	pink
MRPS10	tan	pink
COLGALT1	black	black
TRIM16	grey	grey
LRRC31	grey	grey
CLEC4E	grey	grey
NPAP1	grey	grey
KLHDC2	grey	grey
TMEM251	grey	grey
FANCE	green	green
SPRN	turquoise	brown
MRPS33	grey	grey
UQCRC2	purple	pink
JRKL	grey	grey
ARF4	purple	pink
PSIP1	blue	blue
PDP2	grey	grey
GSG1L	brown	brown
KL	grey	grey
C2CD2L	brown	brown
HNRNPCL2	grey	grey
SEPTIN11	blue	blue
OVOL1	green	green
MARVELD3	grey	grey
KIN	grey	grey
SAMD11	turquoise	brown
OTULINL	grey	grey
PTPN21	red	pink
TMEM229A	grey	grey
ATF7IP	blue	blue
FAM47B	grey	grey
RNPEP	green	green
LRCH1	turquoise	brown
ZCCHC18	turquoise	brown
EIF1	green	green
ASIC4	turquoise	brown
RASSF10	grey	grey
IMPDH1	pink	pink
FAM83D	red	pink
C14orf177	red	pink
CHKB-CPT1B	grey	grey
YBX1	black	black
MLKL	grey	grey
SNCA	grey	grey
SNRPA	green	green
TBC1D12	grey	grey
C5orf24	grey	grey
NUBP1	yellow	yellow
EIF2AK1	magenta	green
RAB27B	grey	grey
DND1	turquoise	brown
ZPBP2	grey	grey
PRKAG1	yellow	yellow
MYBPH	grey	grey
IFNB1	grey	grey
VPS25	yellow	yellow
DLX6	grey	grey
KRTAP11-1	grey	grey
CUL3	pink	pink
ZC3H8	grey	grey
ARL16	grey	grey
FKBP6	brown	brown
RCN2	tan	pink
NGB	turquoise	brown
MRPL35	grey	grey
LAMP2	pink	pink
HACD3	purple	pink
ADAMTS6	blue	blue
SPEM2	grey	grey
CARD18	grey	grey
RNF122	grey	grey
SRPX	grey	grey
ZSCAN1	turquoise	brown
FAM122B	blue	blue
RAB6A	green	green
DIS3	blue	blue
NUP50	grey	grey
FBXW12	grey	grey
CRYGC	grey	grey
NIPA2	yellow	yellow
TLR3	pink	pink
KCNJ9	turquoise	brown
KCNIP3	grey	grey
POLR2C	yellow	yellow
ALDH3B2	grey	grey
FGF4	turquoise	brown
SNRK	grey	grey
PDXK	grey	grey
ZSCAN5A	grey	grey
PTCHD1	turquoise	brown
VMAC	grey	grey
PUS7L	blue	blue
ADAM9	grey	grey
TMEM108	grey	grey
PLXNA3	grey	grey
PARD6A	turquoise	brown
RPL7L1	turquoise	brown
COMP	brown	brown
CNPY1	grey	grey
GPR143	grey	grey
ADNP	blue	blue
RBM38	grey	grey
TRIP11	blue	blue
HSPA13	grey	grey
ZBTB48	turquoise	brown
DCAF6	grey	grey
CERS3	turquoise	brown
AK1	turquoise	brown
GLI1	turquoise	brown
LY75	blue	blue
ATP5MPL	yellow	yellow
ZNF134	greenyellow	pink
CHMP6	grey	grey
RASSF6	grey	grey
OR8G5	grey	grey
FCMR	brown	brown
NEURL1	grey	grey
MPHOSPH6	grey	grey
ABHD3	grey	grey
RNASE3	grey	grey
DIAPH2	brown	brown
HAMP	grey	grey
RPL12	yellow	yellow
GOLGA7B	brown	brown
FBXO44	turquoise	brown
PKDCC	turquoise	brown
GVQW3	grey	grey
VPS8	blue	blue
RANBP3L	grey	grey
FABP5	grey	grey
POF1B	grey	grey
FKBP11	grey	grey
PRKAB2	grey	grey
RGL1	grey	grey
FOXB2	grey	grey
PPP1R7	yellow	yellow
PIGZ	turquoise	brown
SGK2	grey	grey
SOWAHD	grey	grey
CD79A	turquoise	brown
NDUFV3	grey	grey
CYSRT1	grey	grey
STRN3	pink	pink
CELSR1	turquoise	brown
PSMA6	yellow	yellow
TXNDC15	grey	grey
RWDD1	red	pink
GBX2	turquoise	brown
IBTK	blue	blue
ZNF143	grey	grey
PDHA2	grey	grey
TINF2	yellow	yellow
COG5	turquoise	brown
POGZ	blue	blue
ZFP62	grey	grey
GRAMD1C	blue	blue
GMNN	grey	grey
MTRNR2L6	grey	grey
ZNF689	turquoise	brown
AMZ1	turquoise	brown
SKOR2	grey	grey
NMNAT2	grey	grey
PRKDC	pink	pink
CNN2	black	black
JMJD6	turquoise	brown
LAMTOR2	turquoise	brown
CD7	turquoise	brown
SERPINA6	grey	grey
DUSP12	grey	grey
MARCO	brown	brown
ISLR2	turquoise	brown
CTDSP1	grey	grey
CRYBB1	grey	grey
SLC25A45	grey	grey
FOXF1	grey	grey
SLC17A5	grey	grey
EXOSC2	grey	grey
OR51F2	grey	grey
KMO	grey	grey
STARD8	grey	grey
REX1BD	brown	brown
NOCT	grey	grey
LCP2	grey	grey
GSTA3	grey	grey
KPNA7	turquoise	brown
ZCCHC24	turquoise	brown
PLA2G3	turquoise	brown
GORASP2	green	green
LHX3	brown	brown
PTPRN	turquoise	brown
NHLRC2	blue	blue
C8orf74	grey	grey
SEZ6	turquoise	brown
NDUFS2	magenta	green
DNER	turquoise	brown
XRN2	greenyellow	pink
HMX2	turquoise	brown
IFI27L1	grey	grey
C2orf49	grey	grey
MIF4GD	grey	grey
MRPL57	yellow	yellow
UQCC3	grey	grey
BCLAF3	grey	grey
ZNF580	grey	grey
STX17	turquoise	brown
PAX2	turquoise	brown
TAAR6	grey	grey
RPL15	yellow	yellow
WDR48	turquoise	brown
GLRA4	brown	brown
MRPS28	grey	grey
MAP1LC3A	blue	blue
ARTN	turquoise	brown
AUTS2	grey	grey
KRTAP10-10	grey	grey
CITED1	turquoise	brown
NTF4	grey	grey
RRAS2	pink	pink
MPG	turquoise	brown
FGF10	grey	grey
POLL	blue	blue
CDON	grey	grey
NANOG	blue	blue
CMTM5	grey	grey
ARHGEF25	brown	brown
VEZF1	magenta	green
MED13	blue	blue
AZI2	red	pink
CPNE3	pink	pink
COBL	grey	grey
NUDT9	grey	grey
ZYX	blue	blue
GLIS2	magenta	green
TIGAR	grey	grey
SFSWAP	grey	grey
OSMR	red	pink
SLC25A47	turquoise	brown
CIB3	grey	grey
NCCRP1	purple	pink
INTS4	grey	grey
ARL15	blue	blue
CALR3	grey	grey
DDOST	grey	grey
CCDC12	blue	blue
CBWD1	blue	blue
PRRG1	tan	pink
PAGR1	brown	brown
EPB41L1	grey	grey
MAF	grey	grey
ARHGAP19-SLIT1	grey	grey
FAM163B	brown	brown
PLA2G7	black	black
ASB10	brown	brown
NKX6-1	turquoise	brown
UMAD1	grey	grey
TMEM168	blue	blue
ZNF93	blue	blue
PRKCQ	turquoise	brown
LMAN1	greenyellow	pink
KLF14	grey	grey
NPEPPS	greenyellow	pink
MS4A1	grey	grey
AKIRIN2	grey	grey
CHSY3	grey	grey
ZNF25	grey	grey
SPSB1	turquoise	brown
RECQL4	turquoise	brown
APRT	blue	blue
BORCS7	grey	grey
EMID1	turquoise	brown
LYN	grey	grey
CD180	grey	grey
IMPA1	grey	grey
LRRC45	brown	brown
TKT	grey	grey
TAF1B	grey	grey
SCRN3	blue	blue
SSH3	grey	grey
FAM216B	grey	grey
TRPC6	grey	grey
KCNK18	grey	grey
GAB1	brown	brown
USP47	blue	blue
NR0B1	brown	brown
COL21A1	grey	grey
GNG8	brown	brown
GOSR1	brown	brown
ALCAM	grey	grey
TUBA4B	grey	grey
SAC3D1	turquoise	brown
GAL3ST3	grey	grey
PRAMEF2	grey	grey
BCL7B	green	green
MAGEL2	grey	grey
PIAS1	greenyellow	pink
SNX6	tan	pink
TEX37	grey	grey
P2RY13	grey	grey
ABCA8	grey	grey
DPYSL5	turquoise	brown
SMIM15	grey	grey
BHLHE23	brown	brown
MLF2	green	green
CH25H	grey	grey
MGLL	black	black
LMAN2	grey	grey
KLHL15	grey	grey
ZNF471	blue	blue
LCE3E	grey	grey
PNPLA8	red	pink
DPY19L1	grey	grey
FANCB	grey	grey
HMGB2	grey	grey
CCT7	yellow	yellow
RPAIN	grey	grey
RPS6KL1	turquoise	brown
TMEM216	blue	blue
RPA1	grey	grey
IZUMO4	turquoise	brown
TAAR5	grey	grey
STAB2	black	black
SCN4A	turquoise	brown
SYCE2	grey	grey
MFAP2	grey	grey
ATP6V1H	grey	grey
PIGO	grey	grey
DEGS1	grey	grey
NFRKB	grey	grey
GALNT12	black	black
FAM104A	grey	grey
RTP1	grey	grey
AHSP	grey	grey
NMT1	magenta	green
UQCRC1	grey	grey
ASB5	grey	grey
KRTAP9-8	grey	grey
MSX2	grey	grey
FIZ1	grey	grey
SMC5	blue	blue
RASL10A	brown	brown
FBH1	brown	brown
SLC2A4	turquoise	brown
ZNF320	brown	brown
MTFP1	blue	blue
TBCE	grey	grey
KCNG3	turquoise	brown
FAM47A	blue	blue
RGPD8	blue	blue
ANKRD27	grey	grey
SLC13A4	grey	grey
CHIC2	black	black
ZNF613	grey	grey
EHBP1L1	grey	grey
CXCR4	grey	grey
MBD4	blue	blue
MAGEH1	grey	grey
DDA1	green	green
ASTL	brown	brown
HGSNAT	greenyellow	pink
ITGB4	grey	grey
IGSF21	brown	brown
FGFBP3	brown	brown
HEPHL1	grey	grey
LRPAP1	grey	grey
TASOR	tan	pink
KRTAP5-9	grey	grey
BCKDHA	grey	grey
C5orf52	grey	grey
GTF2H5	grey	grey
ASB4	grey	grey
LRP3	turquoise	brown
ZNF26	yellow	yellow
OR10G4	grey	grey
BEST4	brown	brown
COG3	pink	pink
CXCL9	grey	grey
IFNA14	grey	grey
LRIT1	brown	brown
ADCYAP1	turquoise	brown
BAG5	grey	grey
LONRF1	pink	pink
FBXW5	green	green
MSGN1	grey	grey
THOC6	grey	grey
RHBDL1	turquoise	brown
UBL4B	brown	brown
NCAPD2	magenta	green
TNS1	grey	grey
MMACHC	grey	grey
ZNF512B	turquoise	brown
C5orf38	turquoise	brown
TEX44	grey	grey
CEP350	blue	blue
DCLK3	grey	grey
MMRN1	grey	grey
LHB	grey	grey
DNAJC6	grey	grey
CHST13	turquoise	brown
ZNF41	grey	grey
POLR2E	grey	grey
NKX2-5	turquoise	brown
KRTAP10-2	grey	grey
GJD2	grey	grey
VWCE	black	black
CTXN2	grey	grey
FAM91A1	pink	pink
CDK12	blue	blue
CYB5D1	grey	grey
BAD	grey	grey
ACYP2	grey	grey
LIMS1	grey	grey
UTP3	grey	grey
CLDND2	grey	grey
SDC4	grey	grey
CPNE2	grey	grey
MAN1A1	grey	grey
CCR9	grey	grey
ZNF416	yellow	yellow
IL6ST	black	black
ANO10	grey	grey
TOPORS	grey	grey
GPHN	grey	grey
RNF181	yellow	yellow
JUND	grey	grey
NEDD1	grey	grey
PROSER1	magenta	green
CNNM4	grey	grey
DPYSL3	turquoise	brown
RGPD3	blue	blue
IHH	turquoise	brown
HEATR5A	grey	grey
KCTD20	blue	blue
TAF3	grey	grey
DDX20	grey	grey
PLEKHM3	grey	grey
OCM2	grey	grey
MNX1	turquoise	brown
SLC35F6	purple	pink
ZBTB16	grey	grey
METTL18	grey	grey
NOP16	blue	blue
ZNF485	red	pink
ATP1A1	grey	grey
CCDC40	turquoise	brown
TMEM205	grey	grey
RALGAPB	red	pink
GRM3	turquoise	brown
THAP1	grey	grey
TRIM37	blue	blue
COL5A2	grey	grey
PMM2	grey	grey
MAP3K10	brown	brown
UBR3	red	pink
GPR20	turquoise	brown
AKIRIN1	grey	grey
KLLN	grey	grey
MRPL43	blue	blue
CDX2	turquoise	brown
TTC22	brown	brown
FAM126A	grey	grey
MAPK9	tan	pink
PIK3CB	red	pink
INSR	grey	grey
PRRG2	brown	brown
LYSMD4	turquoise	brown
TMEM225B	grey	grey
NR1D1	grey	grey
KNCN	grey	grey
ATG7	grey	grey
BLOC1S5	grey	grey
KIR3DL1	grey	grey
NME8	grey	grey
NLRP10	grey	grey
RIMBP2	turquoise	brown
NLRC3	brown	brown
WDR53	grey	grey
BSPH1	grey	grey
FAM166A	turquoise	brown
BHLHE40	grey	grey
HPN	brown	brown
SLC35C2	purple	pink
CHMP4B	purple	pink
DDX52	brown	brown
BIN2	black	black
RTN4RL1	grey	grey
GRSF1	yellow	yellow
C4orf3	grey	grey
SCARF2	turquoise	brown
ZNF280A	grey	grey
ZDHHC7	grey	grey
LRRC37B	grey	grey
OR1B1	grey	grey
MAP4K4	grey	grey
FUZ	grey	grey
SESN3	blue	blue
PDGFD	grey	grey
MTAP	grey	grey
GDF11	grey	grey
MSN	grey	grey
MPV17L2	grey	grey
RFXAP	grey	grey
PUSL1	turquoise	brown
IL27RA	turquoise	brown
TEDDM1	grey	grey
ANKRD29	brown	brown
OR10J1	grey	grey
NFIC	turquoise	brown
RBM4B	grey	grey
CCDC166	magenta	green
KLHL12	grey	grey
NTAN1	yellow	yellow
RPS6	yellow	yellow
SCGB1A1	grey	grey
ARHGAP12	blue	blue
DCUN1D3	grey	grey
TTC14	blue	blue
LRRC3	blue	blue
LXN	grey	grey
FAM102B	grey	grey
HID1	magenta	green
ZNF141	blue	blue
SCAF11	blue	blue
ZP3	grey	grey
ST8SIA5	blue	blue
HMGCS1	grey	grey
CDC42EP5	brown	brown
LRIT3	grey	grey
AMD1	purple	pink
SLC22A7	brown	brown
CYSTM1	grey	grey
LARP4	grey	grey
AHI1	blue	blue
TRADD	turquoise	brown
CCR1	black	black
ARHGAP21	blue	blue
MAS1	grey	grey
ARSH	brown	brown
ELANE	grey	grey
C12orf57	yellow	yellow
HJV	turquoise	brown
COPA	magenta	green
PCDH12	grey	grey
APPBP2	pink	pink
TRMT1L	grey	grey
IRGQ	turquoise	brown
CADM1	grey	grey
ADCK2	grey	grey
ZNF212	grey	grey
FKBP14	grey	grey
PLAAT2	grey	grey
OR52B6	grey	grey
KRT74	brown	brown
EML1	grey	grey
PI4KA	brown	brown
ZFP41	turquoise	brown
CDC6	grey	grey
RAN	grey	grey
MPL	turquoise	brown
LINS1	turquoise	brown
EMILIN3	brown	brown
C3orf22	grey	grey
C16orf89	grey	grey
ALOX12B	turquoise	brown
RAB6D	grey	grey
IL4I1	turquoise	brown
NUDT1	brown	brown
RASIP1	turquoise	brown
DYSF	grey	grey
BTBD10	grey	grey
MFAP3	tan	pink
GFRA2	brown	brown
AKIP1	grey	grey
MCAM	black	black
HSD3B2	yellow	yellow
IFNA13	grey	grey
ZNF616	red	pink
CDCA5	turquoise	brown
PHOSPHO1	grey	grey
NBR1	grey	grey
RGCC	grey	grey
ZSWIM3	turquoise	brown
NYX	grey	grey
ABRA	grey	grey
ZFAND3	green	green
OLIG2	turquoise	brown
SYNM	purple	pink
HBD	grey	grey
PRKCZ	grey	grey
TLCD1	green	green
PPP6R3	pink	pink
GAREM2	turquoise	brown
HGS	blue	blue
HOPX	purple	pink
ZNF254	blue	blue
TARBP2	grey	grey
RBM42	grey	grey
SLC22A11	magenta	green
TTC13	grey	grey
ZNF653	turquoise	brown
LPCAT1	grey	grey
SERTAD1	blue	blue
RNF126	grey	grey
FN3KRP	grey	grey
RIOK2	blue	blue
GPR27	grey	grey
AGO4	blue	blue
PLA2G2D	brown	brown
PIP5K1A	purple	pink
KRTAP10-6	grey	grey
CNTNAP3	grey	grey
SLITRK3	grey	grey
NXT1	blue	blue
PPP2R1B	grey	grey
CALCOCO2	grey	grey
SAR1A	pink	pink
RHOA	green	green
PDCD5	grey	grey
GPR15	grey	grey
THAP12	grey	grey
ZNF280C	turquoise	brown
ZNF98	grey	grey
TRIM65	turquoise	brown
BTF3	green	green
TBC1D28	turquoise	brown
PERP	green	green
DAPP1	grey	grey
STXBP6	grey	grey
DSC2	grey	grey
IGFL3	grey	grey
ADAMTS4	turquoise	brown
PIP	grey	grey
EXOSC6	grey	grey
VAPA	tan	pink
CFL1	blue	blue
RMDN3	grey	grey
CLEC3B	grey	grey
WNT10A	turquoise	brown
NAXE	yellow	yellow
SOCS1	blue	blue
ADAMTSL3	grey	grey
NAPSA	brown	brown
SSU72	grey	grey
CDC23	brown	brown
TCL1A	turquoise	brown
FES	turquoise	brown
HERC5	grey	grey
ZNF846	blue	blue
CDC123	yellow	yellow
GTF2H1	pink	pink
IL15RA	turquoise	brown
TAS2R5	grey	grey
RAMP3	grey	grey
MED7	grey	grey
CLP1	blue	blue
NMD3	pink	pink
CCDC47	grey	grey
CA5A	grey	grey
NPPB	grey	grey
SPATA31D4	grey	grey
TSPAN14	magenta	green
NCOR1	blue	blue
C17orf67	grey	grey
ACOT11	brown	brown
OR4M1	grey	grey
GLI3	grey	grey
RPL35	yellow	yellow
CTPS2	grey	grey
RBM15B	grey	grey
ACADS	turquoise	brown
TRIM64B	black	black
C6orf62	blue	blue
ZNF622	grey	grey
PLXDC2	grey	grey
AGPAT2	turquoise	brown
PCBP3	turquoise	brown
HELZ2	brown	brown
ZBTB1	blue	blue
STARD13	blue	blue
RNF139	grey	grey
TRIM45	grey	grey
PPP1R15A	grey	grey
SPAG4	turquoise	brown
OTOGL	grey	grey
PLOD2	black	black
SIX2	brown	brown
PRR35	brown	brown
FTCD	turquoise	brown
ENDOG	turquoise	brown
CBFB	grey	grey
STKLD1	turquoise	brown
C1QTNF1	grey	grey
CDCA7L	grey	grey
MMD2	turquoise	brown
OR10AD1	grey	grey
MTRES1	grey	grey
UXT	yellow	yellow
CMPK2	grey	grey
RBMS2	green	green
NUP98	magenta	green
TPSD1	turquoise	brown
FOXQ1	blue	blue
KCNK12	blue	blue
TMEM87A	pink	pink
HCRTR1	turquoise	brown
NIFK	tan	pink
CSN3	grey	grey
GPBP1L1	turquoise	brown
DSCAML1	turquoise	brown
TMEM94	grey	grey
PSMB3	yellow	yellow
PNP	yellow	yellow
VKORC1	black	black
KLHL25	brown	brown
EVC2	grey	grey
TFRC	grey	grey
SPINK8	grey	grey
NAALADL2	grey	grey
SCAMP2	green	green
GTF2I	brown	brown
TRIML1	grey	grey
PCDHB15	turquoise	brown
POLDIP2	grey	grey
MEFV	turquoise	brown
ERCC5	blue	blue
GDF7	turquoise	brown
RAD17	blue	blue
RPRD1A	grey	grey
ATP8A2	grey	grey
ZNF701	grey	grey
CPXCR1	grey	grey
ZNF302	blue	blue
FANCA	grey	grey
RASSF1	turquoise	brown
ARL6IP1	tan	pink
SREBF1	grey	grey
PIP5K1B	grey	grey
LCE1A	grey	grey
SPDYE4	grey	grey
KLK10	turquoise	brown
PPP1R2B	grey	grey
SUCNR1	grey	grey
PRAMEF8	grey	grey
EBLN1	grey	grey
FUNDC2	yellow	yellow
OR2A25	grey	grey
NMBR	grey	grey
C6orf120	grey	grey
NXNL1	grey	grey
TTC25	grey	grey
TPTE2	grey	grey
VSTM2L	turquoise	brown
OR4D9	grey	grey
S100Z	grey	grey
TAS2R46	grey	grey
PSME1	yellow	yellow
HCK	red	pink
OPHN1	pink	pink
C3	grey	grey
C12orf60	grey	grey
HNRNPL	grey	grey
NFYC	green	green
ANKRD1	black	black
SLC29A2	turquoise	brown
DHX36	blue	blue
CWF19L1	grey	grey
CDC14A	grey	grey
DDX10	red	pink
DNAJC5G	grey	grey
OR10Z1	grey	grey
RAX2	turquoise	brown
SIGMAR1	green	green
OR52B2	grey	grey
RIOX1	grey	grey
CTBS	grey	grey
TNPO2	magenta	green
PILRA	pink	pink
LYPD4	brown	brown
CRACR2B	turquoise	brown
CASP3	pink	pink
ORC6	grey	grey
ZBTB24	grey	grey
COL1A1	grey	grey
